,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,DOJ_year,DOJ_month,age,Job_Role
1507,325000.0,system engineer,chandigarh,m,82.6,cbse,2010,88.0,cbse,47,1,B.Tech/B.E.,me,76.26,47,1,Delhi,2014,745,575,680,0.7553751209,0,0,0,446,0,0,0,-0.159,0.2124,-0.7585,0.7798,0.6721,2014,7,31,System Engineer
1508,120000.0,software engineer,noida,m,63.0,state borad,2009,69.0,state board,11630,2,B.Tech/B.E.,it,63.43,11630,0,Uttar Pradesh,2013,500,440,455,0.3423148999,365,0,0,0,0,0,0,0.1282,0.5454,0.7785,-0.995,-0.0943,2013,10,32,Software Engineer
1509,105000.0,customer service,pune,f,77.84,state borad,2009,70.15,state board,3056,2,B.Tech/B.E.,ece,62.79,3056,0,Maharashtra,2013,525,545,405,0.2073921697,0,260,0,0,0,0,0,1.1336,1.0449,-0.1437,-1.6289,1.4386,2014,7,32,Customer Service
1510,560000.0,software engineer,bangalore,f,90.0,state borad,2008,93.0,state board,128,2,M.Tech./M.E.,cse,96.7,128,0,Andhra Pradesh,2014,465,595,595,0.7040904121,465,0,0,0,0,0,0,-0.0696,0.6568,-0.6343,-0.2609,-1.0774,2014,8,33,Software Engineer
1511,360000.0,software engineer,bangalore,m,84.0,state borad,2008,82.0,state board,5068,2,B.Tech/B.E.,ece,77.5,5068,0,Andhra Pradesh,2015,725,435,615,-1.0,0,0,0,0,0,0,0,0.6646,1.4368,0.2366,-0.29027,0.8973,2013,8,32,Software Engineer
1512,200000.0,software development engineer,noida,f,55.0,cbse,2008,62.2,cbse,51,2,MCA,cse,77.0,51,0,Uttar Pradesh,2014,430,445,295,0.9538997751,425,0,530,0,0,0,0,0.4155,-0.6201,-1.0659,0.0192,-2.0105,2014,2,33,Software Engineer
1513,480000.0,assistant manager,jaipur,m,74.14,state borad,2005,66.62,state board,165,2,B.Tech/B.E.,cse,62.56,165,1,Rajasthan,2010,545,645,625,0.9980865565,715,0,0,0,0,0,0,-1.3447,-0.4353,-1.9405,-0.9953,0.0284,2013,7,35,Manager
1514,460000.0,systems administrator,pune,m,78.0,icse,2006,83.0,icse,8637,1,B.Tech/B.E.,cse,81.8,8637,0,Jammu and Kashmir,2011,715,535,635,0.9954647186,685,0,0,0,0,0,0,-0.5719,0.9688,0.672,-0.5253,-0.6035,2011,6,36,Administrator
1515,190000.0,administrative coordinator,-1,m,83.5,state borad,2008,69.83,state board,13040,2,B.Tech/B.E.,cse,79.4,13040,1,West Bengal,2013,500,485,585,0.3565364877,455,0,346,0,0,0,0,1.4208,1.0449,2.008,-1.5021,0.8637,2014,6,32,Other
1516,200000.0,business analyst,delhi,f,80.6,cbse,2010,88.0,cbse,7626,2,B.Tech/B.E.,it,72.3,7626,0,Uttar Pradesh,2014,455,470,355,-1.0,0,0,0,0,0,0,0,-1.8825,-0.2871,0.7785,1.2869,0.0973,2014,6,31,Analyst
1517,2050000.0,software engineer trainee,noida,m,64.28,icse,2010,60.0,icse,10932,2,B.Tech/B.E.,cse,62.96,10932,0,Uttar Pradesh,2014,305,425,335,0.4867470084,185,0,376,0,0,0,0,-0.1082,0.5008,1.3977,1.70743,0.1864,2015,4,32,Software Engineer
1518,180000.0,software engineer,hyderabad,m,86.5,state borad,2010,91.0,state board,14342,2,B.Tech/B.E.,ece,72.85,14342,0,Andhra Pradesh,2014,465,540,485,-1.0,375,0,0,0,0,0,0,0.7419,-0.0873,-0.7585,0.1459,0.7941,2015,3,30,Software Engineer
1519,320000.0,software engineer,delhi,m,92.4,icse,2010,74.0,cbse,387,2,B.Tech/B.E.,ece,82.7,387,0,Uttar Pradesh,2015,795,655,655,0.9913975837,535,516,0,0,0,516,0,0.1282,-0.1206,1.3933,-0.4879,0.6721,2014,10,31,Software Engineer
1520,380000.0,system engineer,bangalore,m,73.94,state borad,2009,79.16,state board,9361,2,MCA,cse,86.0,9361,0,Tamil Nadu,2013,535,460,680,0.9743961125,615,0,0,0,0,0,0,0.4155,-0.4536,0.9322,-0.995,-0.4776,2014,3,32,System Engineer
1521,200000.0,application developer,pune,m,71.2,cbse,2008,70.0,cbse,6127,2,B.Tech/B.E.,cse,72.0,6127,0,Tamil Nadu,2013,570,445,535,0.744758354,455,0,438,0,0,0,0,0.2718,0.0459,1.3933,0.0192,0.8637,2014,9,32,Developer
1522,105000.0,android developer,-1,m,63.0,icse,2008,55.0,state board,115,2,MCA,cse,64.0,115,0,Punjab,2014,520,545,560,0.6226429158,445,0,407,0,0,0,0,-0.159,0.3789,0.4711,1.4136,-0.2859,2014,10,35,Developer
1523,320000.0,programmer analyst,pune,m,75.6,state borad,2006,69.4,state board,4439,2,B.Tech/B.E.,it,64.3,4439,0,Uttar Pradesh,2011,555,575,625,0.7935806145,495,0,0,0,0,0,0,1.4374,1.1248,1.8331,-2.1704,0.6603,2011,12,35,Analyst
1524,215000.0,software quality assurance tester,chennai,f,89.0,state borad,2008,86.0,state board,8985,2,M.Tech./M.E.,cse,83.0,8985,0,Tamil Nadu,2014,395,345,485,0.5632678237,425,0,0,0,0,0,0,-1.3447,0.8518,0.2729,-0.6428,-0.7615,2014,12,32,Quality
1525,120000.0,java software engineer,bangalore,m,78.6,state borad,2010,76.7,state board,1422,2,B.Tech/B.E.,cse,68.0,1422,0,Andhra Pradesh,2014,500,630,680,0.8422483223,475,0,469,0,0,0,0,-0.4463,1.2114,0.4711,-1.1218,-0.6692,2014,8,30,Software Engineer
1526,400000.0,java developer,hyderabad,f,85.0,state borad,2010,81.0,state board,9198,2,B.Tech/B.E.,cse,76.4,9198,1,Telangana,2014,490,555,560,0.8422483223,475,0,469,0,0,0,0,0.99,1.0449,0.7785,-0.4879,-0.0943,2014,6,31,Developer
1527,180000.0,senior risk consultant,hyderabad,f,86.0,state borad,2009,87.7,state board,2468,2,B.Tech/B.E.,ece,82.33,2468,0,Andhra Pradesh,2013,490,505,390,0.3387863472,475,292,0,0,0,0,0,-0.4463,0.2124,-0.9122,-0.995,0.8637,2013,12,31,Other
1528,110000.0,desktop support engineer,chennai,m,58.9,cbse,1998,65.25,cbse,3492,2,MCA,cse,71.7,3492,0,Tamil Nadu,2010,345,335,405,0.143256541,295,0,0,0,0,0,0,-1.3447,-1.2153,1.1074,0.0623,0.6603,2010,8,42,Support
1529,450000.0,software engineer,noida,m,82.0,cbse,2009,92.2,cbse,13136,1,B.Tech/B.E.,cse,77.6,13136,1,Rajasthan,2014,485,555,720,0.9113952784,635,0,500,0,0,0,0,-0.5899,0.5454,0.7785,-0.2344,-0.4776,2014,8,32,Software Engineer
1530,350000.0,application developer,-1,m,82.4,cbse,2008,71.3,cbse,7000,2,B.Tech/B.E.,other,72.6,7000,1,Karnataka,2013,595,580,635,0.6557669426,485,0,0,0,0,366,0,-0.0154,0.7119,0.1637,-0.1076,1.2121,2014,1,33,Developer
1531,180000.0,cad drafter,hyderabad,f,81.0,state borad,2009,93.3,state board,9129,2,B.Tech/B.E.,ece,74.42,9129,1,Telangana,2013,520,440,605,0.538386893,445,333,0,0,0,0,0,-1.308,-0.6201,-1.2196,1.2869,-0.8608,2013,10,32,Other
1532,100000.0,management trainee,-1,m,63.33,state borad,2009,68.15,state board,15863,2,B.Tech/B.E.,me,67.21,15863,1,Rajasthan,2014,345,415,210,0.03293701771,0,0,0,223,0,0,0,0.7027,-0.4536,0.4711,0.7798,-0.4776,2014,11,31,Management
1533,145000.0,noc engineer,mohali,m,84.2,cbse,2008,78.6,cbse,100,2,B.Tech/B.E.,ece,64.45,100,0,Haryana,2012,525,605,595,0.3760595867,0,300,0,0,0,0,0,-2.272,0.2668,-0.9245,1.0024,0.6603,2013,1,33,Hardware Engineer
1534,420000.0,business analyst,noida,f,81.2,icse,2008,80.25,icse,107,1,B.Tech/B.E.,ece,70.12,107,0,Haryana,2013,605,545,705,0.9107701642,355,433,0,0,0,0,0,-0.7651,0.5008,0.0914,0.7967,-0.1295,2013,8,33,Analyst
1535,325000.0,systems engineer,bangalore,m,78.2,state borad,2009,66.0,cbse,13846,2,B.Tech/B.E.,ece,71.2,13846,0,Chhattisgarh,2013,545,540,630,0.3387863472,445,292,0,0,0,0,0,1.5644,1.5444,0.6248,-1.6289,0.8637,2014,2,33,System Engineer
1536,200000.0,android developer,-1,m,75.6,state borad,2008,76.77,state board,15401,2,B.Tech/B.E.,cse,66.0,15401,1,Rajasthan,2013,475,545,620,0.744758354,525,0,438,0,0,0,0,-2.1698,-0.4536,1.0859,1.794,1.0554,2014,9,31,Developer
1537,180000.0,software quality assurance analyst,delhi,m,80.0,cbse,2010,63.0,cbse,15866,2,B.Tech/B.E.,cse,66.0,15866,0,Haryana,2014,570,485,430,0.4867470084,465,0,376,0,0,0,0,-1.1644,-0.6201,-1.9881,-0.1076,-1.6273,2014,3,32,Analyst
1538,105000.0,java developer,-1,m,70.06,state borad,2010,65.0,state board,12515,2,B.Tech/B.E.,cse,64.06,12515,1,Rajasthan,2014,335,400,280,0.04099931036,495,0,223,0,0,0,0,-2.7443,-2.4516,-3.0639,-0.4879,-3.5434,2014,12,30,Developer
1539,240000.0,software engineer,noida,f,59.6,state borad,2008,67.6,state board,11368,2,B.Tech/B.E.,it,74.0,11368,0,Uttar Pradesh,2012,435,545,455,0.7656735812,485,0,0,0,0,0,0,0.2782,0.8128,0.5269,-0.34897,-0.6035,2012,12,33,Software Engineer
1540,240000.0,assistant manager,chennai,m,94.4,cbse,2006,65.9,state board,4889,2,B.Tech/B.E.,cse,81.8,4889,1,Tamil Nadu,2012,510,555,825,0.7040904121,465,0,0,0,0,0,0,1.9953,1.5444,0.3174,-1.8824,-0.0943,2012,7,36,Manager
1541,125000.0,sales executive,india,f,62.0,cbse,2010,60.0,cbse,9021,2,B.Tech/B.E.,cse,71.65,9021,0,Haryana,2014,265,285,320,0.1656330915,305,0,0,0,0,0,0,-0.0154,-0.1206,-0.4511,-0.8682,0.0973,2014,11,30,Other
1542,300000.0,design engineer,kolkata,m,88.7,icse,2009,78.2,icse,11169,2,B.Tech/B.E.,me,91.0,11169,0,West Bengal,2014,545,520,535,0.4590158405,0,0,0,376,0,0,0,-2.0262,-3.1176,-1.9881,-0.1076,-3.3518,2014,11,33,Design
1543,350000.0,technical support engineer,noida,f,78.4,icse,2006,79.0,icse,10599,2,B.Tech/B.E.,it,75.0,10599,0,Punjab,2011,575,485,495,0.6000571823,435,0,0,0,0,0,0,-0.7264,1.1248,-1.9405,-0.1727,0.9763,2011,6,35,Support
1544,200000.0,android developer,delhi,f,69.0,state borad,2007,82.0,state board,11516,2,B.Tech/B.E.,cse,73.0,11516,0,Haryana,2012,300,560,605,0.3565364877,485,0,346,0,0,0,0,1.5644,1.3779,1.3933,0.3995,1.6302,2012,10,34,Developer
1545,180000.0,industrial engineer,asansol,m,85.2,cbse,2009,79.6,cbse,64,2,B.Tech/B.E.,eie,65.3,64,0,Uttar Pradesh,2014,380,440,415,0.4935963873,315,324,0,0,0,0,0,-0.0154,-1.2861,1.0859,0.7798,-0.0943,2014,8,31,Hardware Engineer
1546,180000.0,service coordinator,jaipur,m,76.6,cbse,2008,82.2,cbse,2927,2,B.Tech/B.E.,ece,76.8,2927,1,Rajasthan,2012,485,525,505,0.2294817549,395,266,0,0,0,0,0,-1.2287,0.8128,0.0914,-0.0846,-0.2875,2013,8,33,Other
1547,540000.0,it engineer,noida,m,74.0,cbse,2005,76.8,cbse,2774,2,MCA,cse,74.0,2774,0,Madhya Pradesh,2011,645,555,595,0.9421165515,575,0,0,0,0,0,0,0.3555,0.5008,0.3817,-0.1727,0.5024,2012,4,36,It Engineer
1548,300000.0,programmer analyst trainee,-1,f,82.0,state borad,2009,83.0,state board,12860,2,B.Tech/B.E.,ece,76.3,12860,1,Telangana,2013,275,390,340,0.2294817549,214,266,0,0,0,286,0,0.99,1.2114,0.4711,-0.2344,0.2889,2014,3,32,Analyst
1549,325000.0,java developer,bangalore,m,88.4,cbse,2010,86.4,cbse,47,1,B.Tech/B.E.,cse,76.0,47,1,Delhi,2014,605,665,605,0.9168699611,555,0,0,0,0,0,0,0.4155,1.0449,1.0859,-0.995,0.2889,2014,6,31,Developer
1550,300000.0,programmer analyst,chennai,m,87.8,state borad,2009,91.25,state board,6996,2,B.Tech/B.E.,cse,78.9,6996,1,Tamil Nadu,2013,590,495,545,0.4508765845,395,0,0,0,0,0,0,1.4208,0.8784,0.6248,-0.6147,0.6721,2013,8,31,Analyst
1551,305000.0,programmer analyst,pune,f,90.4,cbse,2010,88.2,cbse,5812,2,B.Tech/B.E.,it,77.9,5812,1,Rajasthan,2014,755,540,630,0.9538997751,495,0,530,0,0,0,0,-0.3027,0.7119,-0.4511,0.7798,0.4805,2014,8,31,Analyst
1552,520000.0,java software engineer,bangalore,m,59.0,icse,2007,54.14,state board,1461,2,B.Tech/B.E.,it,58.0,1461,0,Karnataka,2011,445,335,455,0.4508765845,395,0,0,0,0,0,0,-0.4173,-0.4353,-0.9245,1.8249,-0.2875,2012,3,34,Software Engineer
1553,240000.0,human resources intern,hyderabad,m,87.5,state borad,2011,92.0,state board,495,2,B.Tech/B.E.,it,76.47,495,1,Telangana,2015,430,555,500,0.9168699611,555,0,0,0,0,0,0,-2.6007,-0.6201,-0.4511,1.9207,-0.4776,2015,1,29,Other
1554,165000.0,software quality assurance tester,noida,m,65.0,state borad,2009,55.55,state board,382,2,B.Tech/B.E.,cse,65.66,382,0,Uttar Pradesh,2014,335,460,400,-1.0,0,0,0,0,0,0,0,-1.8825,-2.2851,-1.8344,0.1459,-1.4356,2014,4,30,Quality
1555,305000.0,technical support engineer,noida,m,72.6,cbse,2009,57.6,cbse,2813,2,B.Tech/B.E.,cse,67.0,2813,0,Madhya Pradesh,2013,640,585,680,0.8646854134,525,0,0,0,0,0,0,-0.0154,-0.6201,-1.527,-0.7415,-0.0943,2014,4,33,Support
1556,550000.0,senior quality assurance engineer,bangalore,m,82.0,state borad,2006,63.0,state board,712,2,B.Tech/B.E.,cse,69.11,712,0,Karnataka,2010,475,485,464,0.4883479768,405,0,0,0,0,0,0,0.0464,-0.2793,-1.0697,0.2973,-1.0774,2011,5,37,Quality Engineer
1557,350000.0,systems engineer,hyderabad,f,84.4,cbse,2010,70.1,cbse,3579,2,B.Tech/B.E.,ece,74.15,3579,0,Uttar Pradesh,2014,615,545,500,0.9998291717,0,612,0,0,580,0,0,1.8517,1.0449,0.01,-2.3895,0.8637,2014,7,31,System Engineer
1558,355000.0,java software engineer,gurgaon,m,77.8,cbse,2008,78.8,cbse,6739,2,B.Tech/B.E.,cse,82.16,6739,0,Haryana,2012,435,515,545,0.9014895714,545,0,0,0,0,0,0,0.9737,0.1498,0.164,0.1798,-0.4455,2012,12,33,Software Engineer
1559,240000.0,software engineer,bangalore,m,81.0,cbse,2009,67.0,cbse,10266,2,B.Tech/B.E.,it,65.0,10266,1,Karnataka,2014,430,340,415,0.744758354,475,0,438,0,0,0,0,-1.0208,-0.9531,0.01,1.0333,-0.8608,2014,6,32,Software Engineer
1560,140000.0,software trainee,delhi,m,89.3,cbse,2007,76.4,cbse,35,1,B.Tech/B.E.,ece,76.91,35,1,Delhi,2012,535,465,605,0.538386893,0,333,0,0,0,366,0,-2.272,-0.4353,-0.344,2.4125,0.1864,2013,6,33,Other
1561,350000.0,java software engineer,bangalore,m,84.0,icse,2010,85.0,icse,3579,2,B.Tech/B.E.,cse,73.4,3579,0,Uttar Pradesh,2014,640,605,605,0.9113952784,575,0,500,0,0,0,0,-0.0154,0.5454,0.4711,-0.4879,-0.0943,2014,7,32,Software Engineer
1562,375000.0,project engineer,chennai,m,90.1,cbse,2009,95.65,cbse,6609,2,B.Tech/B.E.,cse,70.1,6609,1,Tamil Nadu,2012,435,365,375,0.6359787565,445,0,0,0,0,0,0,-0.4173,0.5008,-0.7794,1.35483,0.1864,2013,1,32,Hardware Engineer
1563,390000.0,system engineer,-1,m,83.83,icse,2008,79.83,icse,55,2,B.Tech/B.E.,it,72.16,55,0,Uttar Pradesh,2012,475,465,565,0.7357957092,475,0,0,0,0,0,0,-1.9629,0.1498,0.926,0.53233,-0.4455,2012,11,33,System Engineer
1564,300000.0,php developer,bangalore,m,69.0,cbse,2007,62.0,cbse,272,2,B.Tech/B.E.,cse,68.0,272,0,Punjab,2012,455,435,395,0.3775514194,375,0,0,0,0,0,0,0.3555,0.6178,-0.1626,-0.2902,-0.6035,2012,7,34,Developer
1565,250000.0,clerical assistant,delhi,m,85.4,cbse,2006,68.6,cbse,47,1,B.Tech/B.E.,ece,73.75,47,1,Delhi,2012,545,525,615,0.9986802457,0,566,0,0,0,0,0,0.9737,-0.1232,-1.0697,-0.05527,-0.643,2012,12,35,Other
1566,180000.0,network engineer,chennai,m,79.4,state borad,2008,75.91,state board,4566,2,B.Tech/B.E.,it,73.5,4566,0,Tamil Nadu,2012,415,435,195,0.1901534056,315,0,0,0,0,0,0,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,2012,7,33,Network Engineer
1567,300000.0,software test engineer,-1,f,91.33,state borad,2009,94.7,state board,5931,2,B.Tech/B.E.,ece,81.11,5931,0,Andhra Pradesh,2013,475,425,515,0.8687365855,445,0,0,0,0,420,0,-1.0208,-1.2861,-1.0659,-0.995,-0.6692,2013,8,31,Software Engineer
1568,100000.0,quality engineer,-1,f,74.4,cbse,2006,71.0,cbse,7557,2,MCA,cse,75.88,7557,1,Delhi,2012,375,395,375,0.6000571823,435,0,0,0,0,0,0,0.8192,-0.5913,0.2366,1.5899,-0.406,2012,11,34,Quality Engineer
1569,470000.0,project engineer,hyderabad,m,72.0,cbse,2006,62.0,cbse,894,2,B.Tech/B.E.,cse,75.0,894,0,Tamil Nadu,2010,385,395,455,0.4508765845,395,0,0,0,0,0,0,0.0464,0.5008,0.0914,-0.1727,0.0284,2010,8,35,Hardware Engineer
1570,325000.0,system engineer,mysore,m,73.4,cbse,2009,68.0,cbse,7376,2,B.Tech/B.E.,me,76.83,7376,0,Uttar Pradesh,2014,475,525,515,0.4590158405,0,0,0,376,0,0,0,-0.5899,-0.6201,0.7785,-0.6147,0.0973,2015,2,32,System Engineer
1571,165000.0,technical support engineer,noida,m,76.4,state borad,2009,66.2,state board,3802,2,B.Tech/B.E.,eie,68.6,3802,0,Uttar Pradesh,2013,425,335,555,0.2294817549,0,266,0,0,0,0,0,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,2014,5,32,Support
1572,460000.0,php developer,-1,m,80.07,state borad,2007,70.66,state board,4569,2,B.Tech/B.E.,cse,61.29,4569,0,Karnataka,2011,465,555,435,0.7656735812,485,0,0,0,0,0,0,1.5533,0.5008,1.1074,0.62043,0.1864,2011,12,34,Developer
1573,420000.0,java developer,bangalore,m,71.0,state borad,2008,59.4,state board,3741,2,B.Tech/B.E.,cse,67.0,3741,0,Uttarakhand,2012,515,565,655,0.9538997751,565,0,530,0,0,0,0,0.51,-0.0842,-0.8157,-0.0552,0.0284,2013,11,34,Developer
1574,620000.0,software engineer,gurgaon,m,86.8,cbse,2005,62.0,cbse,1015,2,B.Tech/B.E.,cse,71.9,1015,0,Rajasthan,2010,765,605,555,0.7357957092,475,0,0,0,0,0,0,-1.9629,0.3448,0.3817,-0.0552,1.1343,2011,2,35,Software Engineer
1575,105000.0,java software engineer,tirunelvelli,m,72.0,state borad,2008,68.0,state board,883,2,MCA,cse,70.0,883,0,Tamil Nadu,2015,315,395,320,0.3565364877,495,0,346,0,0,0,0,-0.5899,-0.6201,-0.1437,0.0192,-2.0105,2014,11,34,Software Engineer
1576,95000.0,design engineer,ernakulam,m,92.0,state borad,2007,80.0,state board,1275,2,B.Tech/B.E.,me,64.16,1275,0,Kerala,2011,565,375,375,0.4143374264,0,0,0,366,0,0,0,0.8192,-0.2793,-0.1988,-0.6428,0.0284,2011,7,35,Design
1577,135000.0,software enginner,jaipur,m,72.17,state borad,2006,58.92,state board,2927,2,B.Tech/B.E.,it,64.0,2927,1,Rajasthan,2011,395,405,515,0.7008261618,464,0,0,0,0,0,0,0.0464,1.2808,0.9623,1.8249,0.3444,2012,5,35,Other
1578,144000.0,quality engineer,greater noida,m,63.5,state borad,2009,66.0,state board,10932,2,B.Tech/B.E.,me,63.0,10932,0,Uttar Pradesh,2013,455,475,375,0.2735003304,0,0,0,332,0,0,0,0.51,0.5008,0.8171,1.2374,0.1864,2013,7,31,Quality Engineer
1579,240000.0,php developer,delhi,f,69.17,state borad,2009,65.0,state board,51,2,B.Tech/B.E.,cse,71.78,51,0,Uttar Pradesh,2013,510,470,370,0.5259225843,415,0,0,0,0,0,0,0.7027,0.7119,1.0859,0.7798,-0.2859,2015,1,32,Developer
1580,320000.0,software engineer,noida,m,88.7,icse,2009,89.6,icse,7861,2,B.Tech/B.E.,it,81.7,7861,1,West Bengal,2013,625,705,795,0.9168699611,555,0,0,0,0,0,0,0.99,0.8784,-0.2974,-0.3612,0.8637,2013,8,32,Software Engineer
1581,350000.0,software engineer,mumbai,f,68.2,icse,2007,55.2,cbse,568,2,B.Tech/B.E.,it,69.92,568,0,Uttar Pradesh,2011,545,535,655,0.9303706072,565,0,0,0,0,0,0,0.0464,0.1888,-1.7954,-1.3478,-0.7615,2012,9,36,Software Engineer
1582,150000.0,technical support engineer,bangalore,m,76.6,cbse,2010,51.0,state board,15157,2,B.Tech/B.E.,ece,60.19,15157,1,Karnataka,2014,440,455,225,0.4935963873,145,324,0,0,0,0,0,-0.0154,-0.4536,-0.7585,1.1601,-1.0524,2014,2,32,Support
1583,180000.0,technical engineer,delhi,m,67.3,icse,2010,63.7,icse,4501,2,B.Tech/B.E.,ce,75.22,4501,0,Uttar Pradesh,2014,415,510,415,0.01656463605,345,0,0,0,0,0,166,1.1336,0.3789,0.1637,0.653,0.6721,2014,10,30,Hardware Engineer
1584,325000.0,systems engineer,-1,m,88.6,cbse,2009,91.0,cbse,7814,2,B.Tech/B.E.,eie,89.0,7814,0,Orissa,2013,665,610,645,0.6493897148,505,356,0,0,0,0,0,1.5644,1.5444,1.0859,-0.7415,1.0554,2014,2,32,System Engineer
1585,370000.0,project engineer,bangalore,f,90.0,cbse,2007,83.2,cbse,1424,2,B.Tech/B.E.,eie,88.1,1424,0,West Bengal,2012,630,580,560,-1.0,465,0,284,0,0,0,0,0.5591,0.5454,0.1637,-0.3612,1.0554,2013,3,34,Hardware Engineer
1586,125000.0,business analyst,dehradun,m,58.0,state borad,2007,63.0,state board,11759,2,MCA,cse,55.0,11759,0,Uttarakhand,2014,265,340,265,0.1656330915,305,0,0,0,0,0,0,-0.4463,-0.9531,0.01,1.2869,-1.0524,2014,1,33,Analyst
1587,230000.0,application engineer,-1,f,86.4,cbse,2008,83.2,cbse,1139,2,B.Tech/B.E.,ece,74.25,1139,0,Chhattisgarh,2012,615,605,680,0.9432721579,0,452,407,0,0,0,0,-1.0208,-0.2871,-0.2974,1.4136,0.8637,2013,6,33,Hardware Engineer
1588,120000.0,project assistant,delhi,m,72.0,cbse,2007,69.0,cbse,35,1,B.Tech/B.E.,eie,70.0,35,1,Delhi,2011,555,365,565,0.008154775235,0,133,0,0,0,0,0,0.2009,-2.6193,-2.3759,-0.0552,0.1864,2012,1,34,Other
1589,325000.0,systems engineer,chennai,m,67.42,icse,2010,85.5,state board,314,2,B.Tech/B.E.,cse,75.04,314,1,Karnataka,2014,590,520,605,0.8422483223,515,0,469,0,0,0,0,0.1282,-0.4536,-0.2974,0.5262,-2.0105,2014,6,31,System Engineer
1590,100000.0,software developer,bhubaneswar,m,82.0,state borad,2008,68.0,state board,3739,2,B.Tech/B.E.,it,80.0,3739,0,Orissa,2012,500,510,485,0.9421165515,575,0,0,0,0,0,0,-1.0208,0.8784,0.7785,1.9207,0.4805,2013,10,32,Developer
1591,120000.0,software developer,-1,m,83.8,cbse,2009,70.83,cbse,4466,2,B.Tech/B.E.,cse,70.0,4466,0,Haryana,2013,570,630,635,0.8646854134,525,0,0,0,0,0,0,-0.159,1.2114,1.2396,-0.6147,1.6302,2013,11,32,Developer
1592,620000.0,assistant manager,bilaspur,m,81.2,cbse,2006,62.2,cbse,4948,2,B.Tech/B.E.,ece,65.16,4948,1,Rajasthan,2011,595,544,455,0.3760595867,0,300,0,0,0,500,0,0.6646,0.3448,0.3817,-0.5253,-0.2875,2014,4,36,Manager
1593,120000.0,software engineer,trichy,f,84.0,state borad,2008,77.0,state board,9481,2,B.Tech/B.E.,it,75.2,9481,0,Tamil Nadu,2012,345,585,395,0.1901534056,315,0,0,0,0,0,0,-0.1082,0.0328,-0.4891,-0.2902,0.5024,2013,1,32,Software Engineer
1594,350000.0,system engineer,hyderabad,f,81.6,cbse,2005,77.6,cbse,11157,1,MCA,cse,90.0,11157,0,Jharkhand,2011,505,545,525,0.9168699611,555,0,0,0,0,0,0,0.2009,-0.4353,-0.0537,-1.3478,0.5024,2011,6,37,System Engineer
1595,150000.0,quality assurance,noida,f,72.0,state borad,2008,69.8,state board,4501,2,B.Tech/B.E.,it,67.84,4501,0,Uttar Pradesh,2014,420,385,440,0.2378028398,395,0,315,0,0,0,0,0.5591,0.3789,0.9322,-0.7415,-0.0943,2014,12,32,Quality
1596,410000.0,delivery software engineer,bangalore,m,82.0,cbse,2006,85.0,cbse,940,2,B.Tech/B.E.,cse,77.0,940,1,Tamil Nadu,2010,565,465,535,0.6359787565,445,0,0,0,0,0,0,-2.5811,-0.7473,0.9623,1.8249,0.8183,2010,12,34,Software Engineer
1597,450000.0,software engineer,chennai,f,92.0,state borad,2006,71.0,state board,1010,2,B.Tech/B.E.,it,76.0,1010,1,Karnataka,2010,385,475,445,0.4883479768,405,0,0,0,0,0,0,0.51,0.3448,-0.0537,-0.6428,0.5024,2012,6,34,Software Engineer
1598,280000.0,software engineer,bangalore,m,82.8,state borad,2010,92.4,state board,4071,2,B.Tech/B.E.,ece,74.5,4071,0,Andhra Pradesh,2014,395,510,605,0.3387863472,385,292,0,0,0,0,0,0.99,0.7119,1.2396,-1.6289,1.0554,2014,12,30,Software Engineer
1599,135000.0,graphic designer,chennai,m,72.0,state borad,2008,67.0,state board,15418,2,B.Tech/B.E.,cse,62.0,15418,1,Tamil Nadu,2012,370,370,320,0.1447898895,405,0,284,0,0,0,0,0.1282,1.0449,0.9322,1.9207,1.247,2013,8,33,Design
1600,300000.0,senior software engineer,bangalore,f,84.16,state borad,2009,81.7,state board,11513,2,B.Tech/B.E.,cse,66.07,11513,0,Andhra Pradesh,2013,440,485,605,0.9787992926,495,0,561,0,0,0,0,1.8517,0.7119,1.0859,-0.7415,-0.2859,2014,5,31,Software Engineer
1601,100000.0,web developer,-1,m,76.2,cbse,2010,63.8,cbse,2783,2,B.Tech/B.E.,cse,66.0,2783,0,Rajasthan,2014,455,455,465,0.1447898895,335,0,284,0,0,0,0,-1.308,0.3789,-0.9122,0.2727,0.0973,2014,8,31,Developer
1602,180000.0,software test engineer,noida,m,71.5,cbse,2009,68.0,cbse,53,2,B.Tech/B.E.,cse,69.0,53,0,Uttar Pradesh,2013,450,620,430,0.4867470084,405,0,376,0,0,0,0,-1.8825,0.5454,0.4711,2.6814,-1.0524,2014,4,32,Software Engineer
1603,400000.0,software quality assurance tester,hyderabad,f,90.0,state borad,2008,97.0,state board,9769,2,B.Tech/B.E.,cse,84.0,9769,1,Telangana,2012,515,595,625,0.9168699611,555,0,0,0,0,0,0,1.6692,1.5928,0.9623,-1.0541,0.6603,2013,3,32,Quality
